NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Johnson County, Illinois",42.3,13313,11036,1178,0,42,0,133,924,7779,5534,7454,3368,690,1766,132,2306,840,762,1558,1008,1116,308,102,59,63295,1865,1916,4.5,5.5,5.7,12.3,11,18.9,14.5,19.5,4.4,3.6,Medium,14.008863516863215,Low Poverty,1585,11.905656125591527,Low Degree Attainment,17.10358296402013,Medium,82.89641703597988,8.848493953278751,0.3154811086907534,0,0,0.9990235108540524,6.940584391196575,14.391947720273418,Low,17,87
"Kane County, Illinois",38.3,517254,341764,27003,4357,20287,594,65105,58144,259491,257763,279633,174631,20474,38973,7639,66337,10810,25642,42703,26022,79861,34825,5429,4159,96400,42558,46801,3.1,2,4.5,5.3,8.6,15.1,12.9,21.5,11.7,15.3,High,8.227679244626431,Low Poverty,124274,24.02572043908795,Medium Degree Attainment,33.812401644066554,High,66.07276115796108,5.220452620956049,3.922057635127036,0.11483719797236948,0.8423327804134912,12.586659552173593,11.240899055396381,9.047972562802801,Low,17,89
"Kankakee County, Illinois",38.9,107421,81215,15614,502,1042,0,3255,5793,53263,54158,61228,35705,5598,9250,1449,22376,2970,5772,11815,7139,8806,4620,746,445,65489,14520,15418,5.8,3.8,7.3,9.6,11.7,17.7,12,17.8,8.7,5.6,Medium,13.516910101376824,Low Poverty,14617,13.607209018720734,Low Degree Attainment,24.395602349633684,High,75.60439765036632,14.535332942348331,0.9700151739417805,0,0.46732017017156796,3.0301337727260034,5.392800290446003,14.352873274313216,Low,17,91
"Kendall County, Illinois",36.1,132795,97711,10688,359,3957,0,7349,12731,66370,66425,69760,43840,3480,8875,917,18745,2088,6779,11861,9454,19178,9370,940,884,106358,6280,9634,2.2,1.4,2.8,2.6,6.1,15.5,14.5,27.1,14,13.7,Very High,4.729093715877857,Low Poverty,30372,22.87134305,Medium Degree Attainment,26.41966941526413,High,73.58033058473588,8.048495801799767,2.9797808652434203,0,0.27034150382168004,5.534093904137957,9.586957340261305,7.254791219548928,Low,17,93
"Knox County, Illinois",42.3,49751,41625,4055,35,499,0,1275,2262,25294,24457,29011,15121,3251,5312,575,9348,2560,2973,4608,4336,4754,1759,288,312,50263,7469,7079,7.7,6.2,12.6,8.6,14.7,16.7,12.5,13.6,4.4,2.9,Low,15.012763562541457,Low Poverty,7113,14.297200056280277,Low Degree Attainment,16.333340033366163,Medium,83.66665996663384,8.150589937890695,1.002994914675082,0,0.070350345,2.562762557536532,4.546642278547164,14.228859721412634,Low,17,95
"Lake County, Illinois",38.7,713159,478742,48314,5132,60362,365,53132,67112,359281,353878,388069,244990,26716,50723,8678,80024,13261,27117,55519,30259,128444,67150,15908,9252,104553,54519,67250,3.3,2.1,4.9,5.2,7.8,12.5,12.2,18.7,11.6,21.6,Very High,7.644718779402631,Low Poverty,220754,30.954387450764838,High Degree Attainment,32.81904876752589,High,67.12977049998668,6.774646327116393,8.464031162756132,0.051180732,0.7196151208916945,7.450231995950412,9.410524160811264,9.429874684327059,Low,17,97
"LaSalle County, Illinois",41.9,109495,96672,3014,40,970,19,3793,4987,55761,53734,59988,35554,6243,10906,1464,23043,4485,8573,11046,9174,9511,3842,502,412,67942,14495,14473,4.9,4.1,7.6,8.9,12.8,16.8,15,16.2,8.2,5.5,Medium,13.238047399424632,Low Poverty,14267,13.02981871318325,Low Degree Attainment,11.69368464313439,Medium,88.28896297,2.7526371067172017,0.8858852002374539,0.017352390520115075,0.036531348,3.464085118041919,4.554545869674414,13.217955157769762,Low,17,99
"Lawrence County, Illinois",40.9,15302,13195,1228,34,67,0,121,657,8608,6694,8354,4539,933,1798,197,2978,986,883,1537,1481,1011,418,73,61,55811,1840,2612,4.6,3.8,8.7,11.6,17.8,14.2,12.4,13.5,6.4,7.1,Medium,12.024571951378906,Low Poverty,1563,10.214351065220233,Low Degree Attainment,13.769441903019214,Medium,86.23055809698079,8.025094758855051,0.43785126127303625,0,0.2221931773624363,0.7907463076721997,4.293556397856489,17.069664096196576,Medium,17,101
"Lee County, Illinois",42.8,34221,30139,1800,14,209,0,345,1714,18205,16016,19142,10939,2133,3299,360,7299,1709,2132,4103,2580,3046,1154,411,123,64588,3931,5235,5,5,9.2,7.1,11.5,19.4,13.5,16.5,7.5,5.3,Medium,11.487098565208498,Low Poverty,4734,13.833610940650479,Low Degree Attainment,11.928348090353877,Medium,88.07165190964612,5.2599281143157715,0.6107360977177756,0,0.040910552000233774,1.0081528885771895,5.008620437742906,15.297624265801701,Medium,17,103
"Livingston County, Illinois",41.9,35771,32689,1287,5,189,0,505,1096,18285,17486,19373,11153,2454,3419,238,8398,1668,2087,3813,2142,3100,1183,223,197,68175,3451,5042,3.4,2.8,8,10.3,11.8,17.8,13.9,19.2,7.6,5.2,Medium,9.647479802074306,Low Poverty,4703,13.147521735484052,Low Degree Attainment,8.615917922339325,Low,91.38408207766068,3.5978865561488353,0.5283609627910878,0,0.013977803248441474,1.4117581280925888,3.063934472058371,14.095216795728383,Low,17,105
"Logan County, Illinois",40.3,28027,24860,1695,56,83,13,118,1202,13619,14408,16099,9290,1724,2837,260,6295,1302,1586,3190,1725,2695,1010,196,86,62547,2842,3905,5.8,3.2,8.1,7.5,13.2,19.6,15,15.2,7.1,5.2,Medium,10.140221928854318,Low Poverty,3987,14.225568202090841,Low Degree Attainment,11.253434188461126,Medium,88.70018196738859,6.0477396795946765,0.29614300495950335,0.046383844150283654,0.19980732864737574,0.42102258536411313,4.288721589895458,13.932993185142898,Low,17,107
"McDonough County, Illinois",34.9,27370,24124,1463,4,685,7,182,905,13336,14034,16816,9994,1681,2439,176,4833,801,1035,2175,1727,2678,1777,194,563,48904,4887,3979,10.9,6.4,11.9,10.6,11,16.4,12.5,11.4,4.9,3.9,Low,17.85531603945926,Low Poverty,5212,19.042747533796128,Medium Degree Attainment,11.834124954329559,Medium,88.14029959810011,5.345268542199488,2.502740226525393,0.025575447570332477,0.014614541468761417,0.6649616368286445,3.306540007307271,14.537815126050422,Low,17,109
"McHenry County, Illinois",40.5,311133,267635,4787,564,8899,12,6535,22701,155933,155200,166819,106773,12165,24358,3299,49862,6246,16867,31723,20281,49733,20531,3183,1891,100101,18641,30051,2.8,1.8,3.9,5.2,7.8,14.6,13.9,21.5,13.9,14.7,Very High,5.991328467247126,Low Poverty,75338,24.21408208065361,Medium Degree Attainment,13.976659499313799,Medium,86.01948362918752,1.5385703220166296,2.8601916222322927,0.003856871,0.1812729604381406,2.100387936991576,7.296236657635159,9.658570450579013,Low,17,111
"McLean County, Illinois",34,171284,138660,14542,312,8684,27,1812,7247,83922,87362,100878,60437,6278,12877,915,20827,3502,5669,14281,8332,32113,11940,2412,2019,75356,23023,16151,8.6,3,5.6,8.1,10.3,14.3,13.6,17.4,9.4,9.8,High,13.44141892996427,Low Poverty,48484,28.306204899465214,High Degree Attainment,19.03096611475678,Medium,80.95327059153219,8.489993227621962,5.069942318021532,0.015763293711029636,0.18215361621634246,1.0578921557179888,4.230984797178954,9.429368767660726,Low,17,113
"Macon County, Illinois",40.7,103542,78722,17634,32,1400,69,873,4812,49921,53621,57496,33886,6095,9984,1249,22142,4256,6157,10175,6113,11357,4370,691,606,59622,15510,14398,6.9,4.6,7.8,9,14.8,16.7,14.1,14.8,5.2,6.1,Medium,14.979428637654285,Low Poverty,17024,16.441637210021053,Medium Degree Attainment,23.904309362384346,High,76.02905101311546,17.030770122269224,1.352108323192521,0.066639625,0.030905333101543336,0.8431361186764791,4.647389465144578,13.905468312375655,Low,17,115
"Macoupin County, Illinois",44,44907,42815,484,57,206,6,245,1094,22332,22575,24823,14138,2534,5438,540,11111,1603,2749,4146,3362,4294,1473,292,129,64706,6453,6981,4.8,3.7,9,9.4,11.6,18.1,12.9,17.1,7.9,5.4,Medium,14.36969737457412,Low Poverty,6188,13.779588928229453,Low Degree Attainment,4.645155543679159,Low,95.34148351036586,1.0777829737012048,0.45872581112076066,0.013360945954973613,0.1269289865722493,0.5455719598280891,2.4361458124568554,15.545460618611799,Medium,17,117
"Madison County, Illinois",39.9,265512,225706,22743,377,2547,35,2092,12012,130136,135376,147861,86773,13689,27617,2558,43933,9148,15362,29549,20171,34114,15250,2406,2443,71759,31245,41311,4.9,3.4,7.2,7.9,10.5,18.2,14.5,16.7,8.3,8.4,High,11.767829702612312,Low Poverty,54213,20.418286179155746,Medium Degree Attainment,14.97898400072313,Medium,85.00783392,8.565714543975414,0.959278677,0.013182078399469704,0.1419898159028594,0.7879116574768749,4.524089306698002,15.558995450299799,Medium,17,119
"Marion County, Illinois",41.9,37543,34220,1628,13,254,5,192,1231,18520,19023,20127,11436,2466,4168,359,7658,1820,2612,4026,2924,2877,1116,219,130,59099,6157,6700,5.9,4.6,10.8,8,13.5,19.4,14.9,15,4,3.9,Medium,16.39986149215566,Low Poverty,4342,11.56540500226407,Low Degree Attainment,8.837865913752232,Low,91.14881602429215,4.336360972751245,0.6765575473457103,0.013318062,0.034626961084622966,0.511413579,3.278906853474682,17.846203020536453,Medium,17,121
"Marshall County, Illinois",46.2,11740,11079,67,1,21,0,135,437,5906,5834,6317,3894,856,869,195,2900,409,864,1137,1056,1065,298,88,37,64940,1390,1695,5.3,4,11,8,11,17.1,16.5,17.9,5,4.2,Medium,11.839863713798977,Low Poverty,1488,12.674616695059626,Low Degree Attainment,5.630323679727427,Low,94.36967632027257,0.5706984667802385,0.1788756388415673,0,0.008517888,1.1499148211243613,3.7223168654173766,14.437819420783645,Low,17,123
"Mason County, Illinois",45.4,13074,12609,65,8,40,0,51,301,6433,6641,7066,3972,1080,1474,83,3148,520,860,1288,1182,1154,377,58,49,58479,1767,2255,3.4,4.8,7.9,12.7,13.2,21.3,12.2,14.3,4.8,5.3,Medium,13.515374024782009,Low Poverty,1638,12.528682882055989,Low Degree Attainment,3.5566773749426344,Low,96.44332262505738,0.4971699556371424,0.30595074193054916,0,0.061190148,0.3900871959614502,2.3022793330273825,17.24797307633471,Medium,17,125
"Massac County, Illinois",44.1,14135,12484,934,0,56,0,33,628,6869,7266,7689,4672,857,1498,165,3130,509,873,1680,1185,1021,355,77,37,57365,1901,2876,5.3,3.1,11.3,9.2,13.8,20.9,11.5,16.3,6.1,2.5,Medium,13.448885744605587,Low Poverty,1490,10.541209762999646,Low Degree Attainment,11.680226388397594,Medium,88.31977361,6.607711354793066,0.39617969579059076,0,0,0.23346303501945526,4.442872302794481,20.346657233816767,Medium,17,127
"Menard County, Illinois",42.8,12284,11777,116,0,47,0,16,328,6051,6233,6361,4081,673,1056,42,2562,338,870,1177,1043,1355,706,120,60,84846,964,1889,3.7,1.9,4.9,6.2,11,15.3,16.4,25.9,9.1,5.6,High,7.847606642787365,Low Poverty,2241,18.243243243243242,Medium Degree Attainment,4.127320091175513,Low,95.87267991,0.9443178117876914,0.3826115271898405,0,0,0.1302507326603712,2.6701400195376097,15.377727124715076,Medium,17,129
"Mercer County, Illinois",44.7,15692,14961,96,0,74,0,97,464,7951,7741,8353,5337,846,1020,119,3682,722,1154,1583,1232,1285,631,72,20,67028,1244,2191,4.1,3.9,10.2,5.5,13.5,17.6,15.1,16.6,9.8,3.6,Medium,7.927606423655366,Low Poverty,2008,12.796329339790976,Low Degree Attainment,4.658424674993627,Low,95.34157532500637,0.6117767015039511,0.47157787407596224,0,0,0.6181493754779505,2.9569207239357636,13.962528677032884,Low,17,131
"Monroe County, Illinois",42.5,34905,33706,217,43,214,0,291,434,17530,17375,18288,11315,1862,2775,251,5316,799,2053,3438,2702,5921,2843,372,234,100685,1481,3858,2.9,1.5,6.9,3.5,7.8,13.3,13.5,22.7,13,14.8,Very High,4.242945136799885,Low Poverty,9370,26.844291648760922,High Degree Attainment,3.435037960177625,Low,96.56496203982238,0.6216874373298954,0.6130926801317863,0,0.12319151983956453,0.8336914482165879,1.2433748746597908,11.05285775676837,Low,17,133
"Montgomery County, Illinois",42.7,28352,26527,780,36,132,0,149,728,15006,13346,15303,8465,1656,3522,185,7345,1460,1386,2903,1633,2389,1156,115,85,61796,3640,4527,5.9,5.8,10.8,9.1,10.4,17.1,14.2,17.7,4.8,4.1,Medium,12.838600451467268,Low Poverty,3745,13.208944695259595,Low Degree Attainment,6.436935665914222,Low,93.56306433408578,2.7511286681715577,0.46557562076749437,0,0.12697516930022573,0.5255361173814899,2.5677200902934536,15.967127539503387,Medium,17,135
"Morgan County, Illinois",41.4,32882,29200,1678,42,253,0,237,1472,16317,16565,18615,10534,1955,4328,465,7658,1436,1736,3053,1717,3509,1192,356,153,61188,3938,5574,4.2,5.4,8.4,9.7,14.5,16.5,15,16,5.1,5.1,Medium,11.97615716805547,Low Poverty,5210,15.844535003953531,Medium Degree Attainment,11.197615716805547,Medium,88.80238428319446,5.1030959187397364,0.769417919,0,0.12772945684569065,0.7207590779149686,4.476613344687063,16.951523629949516,Medium,17,137
"Moultrie County, Illinois",40.5,14531,13997,147,1,21,0,94,271,7171,7360,7403,4503,867,1237,87,2668,509,794,1509,927,1365,600,50,9,72833,1307,1881,4.3,2.8,8.6,8.4,9.9,17.2,17.3,19.9,5.2,6.2,High,8.994563347326405,Low Poverty,2024,13.928841786525359,Low Degree Attainment,3.674901933796711,Low,96.32509806620328,1.0116303076181956,0.14451861537402794,0,0.006881839,0.6468928497694584,1.8649783222076939,12.944738834216501,Low,17,139
"Ogle County, Illinois",42.3,51672,46277,556,204,252,15,948,3420,25836,25836,27728,16694,3171,5009,455,10336,1758,2836,5654,3838,5486,2442,304,187,75782,4234,7600,4.3,2.8,8.6,6.6,9.9,17.1,16.3,20.6,7.7,6.2,High,8.193992878154512,Low Poverty,8419,16.29315683542344,Medium Degree Attainment,10.411828456417402,Medium,89.55914228208701,1.0760179594364454,0.4876915931258709,0.029029261495587554,0.3947979563399907,1.8346493265211334,6.618671620993961,14.708159157764362,Low,17,141
"Peoria County, Illinois",38.1,181186,126959,31848,302,8100,16,3443,10518,88477,92709,102096,58351,9075,17816,1882,28298,5265,9652,17016,11841,24988,11713,2466,1901,63409,27284,23531,6.9,5.2,8.3,7.9,11.8,17.9,11.8,14.7,7.4,8.2,Medium,15.058558608280991,Low Poverty,41068,22.666210413608116,Medium Degree Attainment,29.92008212555054,High,70.07108717009041,17.57751702670184,4.4705440817723225,0.008830704,0.1666795447771903,1.9002571942644577,5.805084278034727,12.987206517059818,Low,17,143
"Perry County, Illinois",42.2,20996,18269,1654,10,131,0,267,665,11462,9534,11753,6018,1308,2427,403,3961,1375,1596,2447,1788,1133,412,71,46,56338,3257,4028,5.1,6.6,9,10.4,10.4,23.7,11.5,15.8,4.5,3,Medium,15.512478567346161,Low Poverty,1662,7.915793484473232,Low Degree Attainment,12.988188226328825,Medium,87.01181177367118,7.877690988759764,0.6239283673080587,0,0.04762812,1.2716707944370358,3.1672699561821296,19.18460659173176,Medium,17,145
"Piatt County, Illinois",41.8,16698,16035,163,15,12,0,34,439,8227,8471,8760,5362,849,1613,255,3127,681,913,1422,1319,2318,996,150,186,81151,1189,2039,4.3,2.3,6.1,5.4,9.2,19.5,12.9,23.8,8.4,8,High,7.120613247,Low Poverty,3650,21.858905258114746,Medium Degree Attainment,3.970535393460295,Low,96.02946461,0.9761648101569049,0.071864894,0,0.089831117,0.2036171996646305,2.6290573721403763,12.211043238711222,Low,17,147
"Pike County, Illinois",42.8,14776,14235,102,6,44,88,74,227,7404,7372,7919,4351,993,1746,175,3789,512,933,1388,930,1357,363,108,41,55514,1925,2508,7.7,4.7,10.1,8.9,14.4,16.7,14.8,12.3,7.7,2.6,Medium,13.027883053600434,Low Poverty,1869,12.648890092041148,Low Degree Attainment,3.0657823497563617,Low,96.33865728207904,0.6903086085544126,0.2977801840822956,0.5955603681645912,0.040606388738494856,0.5008121277747699,1.5362750406063888,16.97347049269085,Medium,17,149
"Pope County, Illinois",49.7,3799,3421,126,114,1,0,4,133,1966,1833,2050,1247,235,451,42,1041,149,194,465,261,303,116,10,19,57582,678,733,10.7,8.1,6.6,6.4,13.9,19.4,12.8,13.9,6.7,1.5,Medium,17.84680178994472,Low Poverty,448,11.792576993945774,Low Degree Attainment,9.949986838641747,Low,90.05001316135825,3.3166622795472493,0.026322716504343247,0,3.0007896814951303,0.10529086601737299,3.5009212950776516,19.294551197683603,Medium,17,151
"Pulaski County, Illinois",43.9,5177,3304,1630,2,11,0,1,229,2600,2577,2895,1728,324,523,83,1271,206,401,494,297,325,111,90,0,41038,1271,1258,8.1,10.8,11.5,12.2,13.6,14.3,13.8,12.5,1.2,1.9,Low,24.550898203592812,High Poverty,526,10.16032451226579,Low Degree Attainment,36.17925439443693,High,63.82074560556307,31.485416264245703,0.2124782692679158,0,0.038632412594166506,0.019316206297083253,4.423411242032065,24.29978752173073,Medium,17,153
"Putnam County, Illinois",47.4,5628,5311,19,1,41,15,103,138,2886,2742,2998,1900,272,558,108,1334,190,307,568,501,620,239,46,66,75726,492,916,3.3,3.2,4.1,8.3,15,15.8,17.7,20.3,8.8,3.6,High,8.742004264392325,Low Poverty,971,17.253020611229566,Medium Degree Attainment,5.366027007818053,Low,94.36744847192608,0.33759772565742713,0.7285003553660271,0.26652452025586354,0.017768301350390904,1.830135039090263,2.4520255863539444,16.27576403695807,Medium,17,155
"Randolph County, Illinois",43,30413,26603,2428,24,213,17,458,670,16471,13942,17019,8784,1953,3135,303,6626,1732,2262,3229,2012,1891,837,160,126,63860,3428,5459,4.6,4.2,8.5,8.5,13.4,18.9,14.3,17.2,7.8,2.5,Medium,11.271495741952455,Low Poverty,3014,9.910235754447111,Low Degree Attainment,12.471640416926972,Medium,87.47246243382763,7.983428139282543,0.700358399,0.055897149,0.078913622,1.505934962022819,2.2030052937888405,17.94956104297504,Medium,17,157
"Richland County, Illinois",42.2,15716,14892,97,5,47,0,254,421,7847,7869,8352,4691,942,1989,148,2871,626,983,1527,1994,1370,619,63,10,61607,2113,2739,5.2,4.5,9.4,8.4,13.3,19.2,14.7,18.5,3.5,3.3,Medium,13.444896920335964,Low Poverty,2062,13.120386866887248,Low Degree Attainment,5.243064392975312,Low,94.75693560702469,0.6172053957750063,0.29905828455077627,0,0.031814711,1.616187325019089,2.678798676508017,17.428098752863324,Medium,17,159
"Rock Island County, Illinois",40.2,143819,107919,15404,308,3774,237,6162,10015,71318,72501,79869,46769,7704,13764,1601,24121,5474,9017,15722,10401,15122,6497,1252,899,64435,21084,19864,6.3,4.1,7.3,9.3,12.5,17.5,14.2,17.6,6.3,5,Medium,14.660093589859477,Low Poverty,23770,16.52771886885599,Medium Degree Attainment,24.797140850652557,High,75.03806868355363,10.710684958176596,2.624131721121688,0.1647904657938103,0.21415807368984624,4.284552110639067,6.963613987025358,13.811805116152943,Low,17,161
"St. Clair County, Illinois",39.4,256791,158891,72692,917,4022,72,4098,16099,124864,131927,144412,85295,12518,23948,3134,38319,8188,15035,27133,19719,31097,17972,2431,1738,68915,34784,37546,5.8,4,7.9,7.7,11.8,16.9,13.9,15.7,8.7,7.6,Medium,13.545646070150433,Low Poverty,53238,20.732035001226677,Medium Degree Attainment,38.096350728802804,High,61.87561090536662,28.307845679949846,1.5662542690359087,0.028038366,0.3570997425922248,1.5958503218570743,6.269300715367751,14.621228937151223,Low,17,163
"Saline County, Illinois",43.2,23662,21992,589,18,167,32,91,773,11604,12058,12712,7379,1701,2836,333,4015,1114,1607,2585,2382,2439,695,202,145,51710,4156,5529,5.5,8.4,10.5,11.2,12.3,16.2,12.3,12.1,6.3,5.3,Low,17.564026709492012,Low Poverty,3481,14.711351534105315,Low Degree Attainment,6.922491758938381,Low,92.94227030682106,2.4892232271152057,0.7057729693178937,0.13523793424055447,0.076071338,0.38458287549657677,3.266841348998394,23.36657933,Medium,17,165
"Sangamon County, Illinois",40.6,196122,156663,24902,173,4274,32,1056,9022,94848,101274,111467,64534,9790,21076,1758,33070,5702,11285,18178,11961,28222,13493,3813,1758,71653,24834,25699,5.5,4.4,6.9,7,11.7,16.2,13.4,17.9,9.4,7.6,High,12.662526386636888,Low Poverty,47286,24.11050264631199,Medium Degree Attainment,20.103303046063164,High,79.88038057943525,12.69719868245276,2.1792557693680465,0.016316375,0.0882104,0.5384403585523296,4.600197836040832,13.10357838488288,Low,17,167
"Schuyler County, Illinois",48.2,6879,6378,255,1,23,0,55,167,3813,3066,3833,1869,404,1004,119,1672,395,523,805,545,592,246,22,32,63737,1318,1397,3.1,3.9,8.7,9.1,14.5,18.9,17.2,14.3,5.2,5.1,Medium,19.159761593254835,Low Poverty,892,12.967001017589766,Low Degree Attainment,7.283035324901875,Low,92.71696467509813,3.7069341474051463,0.3343509230992877,0,0.014536996656490768,0.7995348161069923,2.4276784416339585,20.308184329117605,Medium,17,169
"Scott County, Illinois",44.7,4899,4693,0,6,38,0,50,112,2468,2431,2635,1581,361,394,38,1412,184,195,368,290,594,128,40,0,70500,531,768,5.1,4,9.1,8.3,9.9,18.9,14.3,19.6,8,2.9,High,10.838946723821188,Low Poverty,762,15.554194733619106,Medium Degree Attainment,4.204939783629312,Low,95.79506021637069,0,0.7756685037762808,0,0.1224739742804654,1.0206164523372117,2.2861808532353542,15.676668707899571,Medium,17,171
"Shelby County, Illinois",44.9,21042,20432,60,34,72,40,59,345,10434,10608,11004,6837,1117,2146,140,5725,681,1119,2057,1817,1986,665,84,21,65585,2138,3147,5.7,2.4,6.8,8.4,11.9,22.7,16.9,16.8,4.5,3.8,Medium,10.160631118714951,Low Poverty,2756,13.097614295219085,Low Degree Attainment,2.708867978329056,Low,97.10103602319171,0.285143998,0.3421727972626176,0.19009599847923203,0.1615815987073472,0.2803915977568672,1.6395779868833762,14.955802680353578,Low,17,173
"Stark County, Illinois",44.8,5395,5089,60,1,46,0,60,139,2720,2675,2892,1635,407,496,65,1267,272,277,488,465,524,171,25,10,58125,657,777,4.4,6.2,9.5,12.5,11.7,15.1,15.6,15.7,6.1,3.3,Medium,12.177942539388322,Low Poverty,730,13.531047265987025,Low Degree Attainment,5.671918443,Low,94.32808155699722,1.1121408711770158,0.8526413345690453,0,0.018535681186283594,1.1121408711770158,2.5764596848934196,14.402224281742354,Low,17,175
